name,state,state_code,type,population,website,total_schools,total_students,mailing_address,grade_span,locale,csa_cbsa,domain_name,physical_address,phone,status,student_teacher_ratio,supervisory_union,county,created_at,updated_at,id
Bossier Parish,Louisiana,LA,County,129134,https://www.bossierparishla.gov,,,,,,,,,,,,,,2025-11-08 10:53:25.190276+00,2025-11-08 10:53:25.190279+00,f39d7120-d9ff-4cd1-ad8e-2d4bff59fa41
City of Springfield,Massachusetts,MA,City,154751,https://www.springfield-ma.gov,,,,,,,,,,,,,Hampden County,2025-11-08 10:53:46.246805+00,2025-11-08 10:53:46.246808+00,f3e44a1d-baa2-4059-8c7e-97b3ad36264d
Essex County,New Jersey,NJ,County,854130,https://essexcountynj.org,,,,,,,,,,,,,,2025-11-08 10:55:47.458177+00,2025-11-08 10:55:47.45818+00,f4397618-b028-48e3-950e-32e4478888cf
City of Orlando,Florida,FL,City,311732,https://www.orlando.gov,,,,,,,,,,,,,Orange County,2025-11-08 10:49:43.731555+00,2025-11-08 10:49:43.731558+00,f46a41f9-6935-412e-be57-1fa4355c1eb0
Rock County,Wisconsin,WI,County,163944,https://www.co.rock.wi.us/,,,,,,,,,,,,,,2025-11-08 11:02:49.699811+00,2025-11-08 11:02:49.699813+00,f48caffb-1ef8-4d0b-b516-76cc123339a1
City of Springfield,Illinois,IL,City,113714,https://www.springfield.il.us,,,,,,,,,,,,,Sangamon County,2025-11-08 10:51:14.636098+00,2025-11-08 10:51:14.6361+00,f4acb7ae-8e00-409b-a41e-c67690651531
Lorain County,Ohio,OH,County,314588,https://www.loraincountyohio.gov/,,,,,,,,,,,,,,2025-11-08 10:58:14.227275+00,2025-11-08 10:58:14.227278+00,f4c1aeec-83b3-466d-a870-4c55960b3bdf
City of Toledo,Ohio,OH,City,268461,https://toledo.oh.gov,,,,,,,,,,,,,Lucas County,2025-11-08 10:58:14.236242+00,2025-11-08 10:58:14.236244+00,f5814c47-8382-4f02-a571-12dc31f909fb
San Bernardino County,California,CA,County,2187816,https://main.sbcounty.gov,,,,,,,,,,,,,,2025-11-08 10:48:36.92525+00,2025-11-08 10:48:36.925253+00,f5936b4e-2488-4ce1-9dd2-e8c54962f33a
Shelby County,Tennessee,TN,County,922195,https://shelbycountytn.gov,,,,,,,,,,,,,,2025-11-08 11:00:02.981311+00,2025-11-08 11:00:02.981314+00,f5cd6f18-f3f0-4944-b46b-646885b1781a
Davidson County,North Carolina,NC,County,171063,https://www.co.davidson.nc.us,,,,,,,,,,,,,,2025-11-08 10:57:38.306094+00,2025-11-08 10:57:38.306096+00,f5cf7303-e0a5-48e6-90c0-877242250529
Chatham County,Georgia,GA,County,298143,https://www.chathamcountyga.gov,,,,,,,,,,,,,,2025-11-08 10:49:43.737169+00,2025-11-08 10:49:43.737172+00,f631a198-ae8d-4433-81b3-2635ed39efae
Webb County,Texas,TX,County,267731,https://webbcounty.tx.gov,,,,,,,,,,,,,,2025-11-08 11:00:48.74038+00,2025-11-08 11:00:48.740407+00,f68db191-de8f-4d3c-a005-e2fe0bf41b92
City of Sparks,Nevada,NV,City,109106,https://www.cityofsparks.us,,,,,,,,,,,,,Washoe County,2025-11-08 10:55:47.439055+00,2025-11-08 10:55:47.439058+00,f6cf40cf-24f4-411a-85b9-ebb6cb97695d
Jefferson County,Alabama,AL,County,669744,https://www.jccal.org,,,,,,,,,,,,,,2025-11-08 10:48:12.728071+00,2025-11-08 10:48:12.728074+00,f6e4174b-53ff-4a92-b247-262ff58aa619
Seminole County,Florida,FL,County,474912,https://www.seminolecountyfl.gov,,,,,,,,,,,,,,2025-11-08 10:49:43.725851+00,2025-11-08 10:49:43.725854+00,f7bd6eb3-7ecd-4130-a68a-d247f164e129
Bernalillo County,New Mexico,NM,County,674357,https://www.bernco.gov,,,,,,,,,,,,,,2025-11-08 10:56:20.0196+00,2025-11-08 10:56:20.019602+00,f7f7219b-e84f-4cd2-88b0-28d9eab92db9
Bay County,Michigan,MI,County,103235,https://www.baycountymi.gov,,,,,,,,,,,,,,2025-11-08 10:54:03.488229+00,2025-11-08 10:54:03.488232+00,f84eac78-ec4f-4945-86d9-cfdaf9410400
City of Cleveland,Ohio,OH,City,367523,https://www.clevelandohio.gov,,,,,,,,,,,,,Cuyahoga County,2025-11-08 10:58:14.22907+00,2025-11-08 10:58:14.229072+00,f8b2699b-9f85-4613-8fd1-d1ce4cb892c3
City of League City,Texas,TX,City,114885,https://www.leaguecitytx.gov,,,,,,,,,,,,,Galveston County,2025-11-08 11:01:29.718326+00,2025-11-08 11:01:29.718329+00,f8f38460-4601-462a-b0d4-733367515c3a
Ellis County,Texas,TX,County,203927,https://co.ellis.tx.us,,,,,,,,,,,,,,2025-11-08 11:00:48.739025+00,2025-11-08 11:00:48.739027+00,f90055dc-e462-4d24-967f-13334a4fc51e
City of St. Paul,Minnesota,MN,City,307762,https://www.stpaul.gov/,,,,,,,,,,,,,Ramsey County,2025-11-08 10:54:23.275937+00,2025-11-08 10:54:23.27594+00,f9b6f0a4-7aba-44a4-bdea-0411518c6ca4
City of Centennial,Colorado,CO,City,107386,https://www.centennialco.gov,,,,,,,,,,,,,Arapahoe County,2025-11-08 10:49:05.042628+00,2025-11-08 10:49:05.04263+00,f9c0f13f-c1ca-4186-b148-7023f99750bc
City of Santa Rosa,California,CA,City,177216,https://www.srcity.org/,,,,,,,,,,,,,Sonoma County,2025-11-08 10:48:36.927142+00,2025-11-08 10:48:36.927144+00,f9e8fdc5-9d67-4e3e-a578-42518e70d60e
City of Salt Lake City,Utah,UT,City,203888,https://www.slc.gov,,,,,,,,,,,,,Salt Lake County,2025-11-08 11:01:29.728574+00,2025-11-08 11:01:29.728577+00,f9f02140-ac3f-4594-aa64-8afe4acdc884
Durham County,North Carolina,NC,County,329405,https://www.dconc.gov,,,,,,,,,,,,,,2025-11-08 10:57:38.3051+00,2025-11-08 10:57:38.305102+00,fa1ce65a-b499-4b2e-a465-3233dd2d65c4
City of Irvine,California,CA,City,308160,https://www.cityofirvine.org,,,,,,,,,,,,,Orange County,2025-11-08 10:49:05.02647+00,2025-11-08 10:49:05.026472+00,fa2fe69f-3779-4342-bec5-091dbc543bfd
Polk County,Iowa,IA,County,497441,https://www.polkcountyiowa.gov,,,,,,,,,,,,,,2025-11-08 10:52:36.676011+00,2025-11-08 10:52:36.676014+00,fbb79936-61ab-4928-86f6-87b3290587ab
Osceola County,Florida,FL,County,406943,https://www.osceola.org,,,,,,,,,,,,,,2025-11-08 10:49:43.726877+00,2025-11-08 10:49:43.72688+00,fbc0d70d-a95f-4db5-81f6-34c7db24806e
City of Reno,Nevada,NV,City,268959,https://www.reno.gov,,,,,,,,,,,,,Washoe County,2025-11-08 10:55:47.439353+00,2025-11-08 10:55:47.439356+00,fbde3893-c0fb-4e90-bd8b-e33050d1980c
Forsyth County,Georgia,GA,County,260062,https://www.forsythco.com,,,,,,,,,,,,,,2025-11-08 10:49:43.737455+00,2025-11-08 10:49:43.737458+00,fc17b5f3-4877-4400-96a6-2277d9fc350e
City of Abilene,Texas,TX,City,127130,http://abilenetx.gov,,,,,,,,,,,,,Taylor County,2025-11-08 11:00:48.746314+00,2025-11-08 11:00:48.746317+00,fc466b21-2dc8-4754-88c4-3ed34adf1a3c
Salt Lake County,Utah,UT,County,1184689,https://www.saltlakecounty.gov,,,,,,,,,,,,,,2025-11-08 11:01:29.725938+00,2025-11-08 11:01:29.72594+00,fc6de66b-1697-49fd-ac4d-95b16027839a
Mercer County,New Jersey,NJ,County,383286,https://www.mercercounty.org,,,,,,,,,,,,,,2025-11-08 10:55:47.458363+00,2025-11-08 10:55:47.458366+00,fc7884f1-f34a-493d-9322-b66caeee8f67
Berrien County,Michigan,MI,County,153411,https://www.berriencounty.org/,,,,,,,,,,,,,,2025-11-08 10:54:03.48805+00,2025-11-08 10:54:03.488052+00,fcbb4d42-d315-43cb-bd25-8594c8dbc4f4
Tulare County,California,CA,County,475774,https://tularecounty.ca.gov,,,,,,,,,,,,,,2025-11-08 10:48:36.925762+00,2025-11-08 10:48:36.925765+00,fd58a3c3-d366-47c2-ae44-78c0272845e9
Calhoun County,Alabama,AL,County,116141,https://www.calhouncounty.org,,,,,,,,,,,,,,2025-11-08 10:48:12.728092+00,2025-11-08 10:48:12.728116+00,fd7eab3b-ff90-4d8d-8a8e-785744aef693
Douglas County,Nebraska,NE,County,585461,https://www.douglascounty-ne.gov,,,,,,,,,,,,,,2025-11-08 10:55:17.086323+00,2025-11-08 10:55:17.086325+00,fd95bedc-f232-4dea-9545-66eabc1414c3
Orange County,North Carolina,NC,County,147292,https://orangecountync.gov,,,,,,,,,,,,,,2025-11-08 10:57:38.304419+00,2025-11-08 10:57:38.304421+00,fd9b0db5-5da4-48f2-ac94-d5a113d985a0
City of Tallahassee,Florida,FL,City,199696,https://www.talgov.com,,,,,,,,,,,,,Leon County,2025-11-08 10:49:43.732256+00,2025-11-08 10:49:43.732258+00,fdfb4a68-dc9d-4992-b09f-cbb1a8cd6a24
Medina County,Ohio,OH,County,183049,https://www.medinaco.org,,,,,,,,,,,,,,2025-11-08 10:58:14.227819+00,2025-11-08 10:58:14.227822+00,fe3d9d4e-8cec-49b9-b5da-3d1ddaadd755
Lancaster County,Nebraska,NE,County,323673,https://www.lancaster.ne.gov,,,,,,,,,,,,,,2025-11-08 10:55:17.087032+00,2025-11-08 10:55:17.087035+00,fe4804ab-62dd-4a3a-b47f-de962737a618
City of St. Louis,Missouri,MO,City,293109,https://www.stlouis-mo.gov,,,,,,,,,,,,,,2025-11-08 10:55:17.069229+00,2025-11-08 10:55:17.069232+00,fe4c0aa7-5d6c-4aa9-b1b3-6d1836a3469b
City of Rockford,Illinois,IL,City,147649,https://rockfordil.gov,,,,,,,,,,,,,Winnebago County,2025-11-08 10:51:14.6373+00,2025-11-08 10:51:14.637303+00,fee3ddb4-272d-401f-9fb2-dc4cd28a48d2
City of Killeen,Texas,TX,City,156144,https://www.killeentexas.gov,,,,,,,,,,,,,Bell County,2025-11-08 11:01:29.719861+00,2025-11-08 11:01:29.719863+00,ff07ad24-f648-4c3e-94bf-619467efce4a
Madera County,California,CA,County,158790,https://www.maderacounty.com,,,,,,,,,,,,,,2025-11-08 10:48:36.92558+00,2025-11-08 10:48:36.925589+00,ff5a15c5-1ac7-4f12-bcfb-4238aa7d6a23
City of Fayetteville,North Carolina,NC,City,209692,https://www.fayettevillenc.gov,,,,,,,,,,,,,Cumberland County,2025-11-08 10:57:38.309456+00,2025-11-08 10:57:38.309459+00,ff6c82d9-1d27-4f4c-9469-d52afd7344f0
Williamson County,Tennessee,TN,County,254609,https://www.williamsoncounty-tn.gov,,,,,,,,,,,,,,2025-11-08 11:00:16.951192+00,2025-11-08 11:00:16.951195+00,ffd1f22e-ba4f-4ab0-b396-dad7c285b6b7
City of Lynn,Massachusetts,MA,City,100905,https://www.lynnma.gov,,,,,,,,,,,,,Essex County,2025-11-08 10:53:46.246785+00,2025-11-08 10:53:46.246787+00,fff7c4fd-6f94-4427-a40d-7f84b857d794
